Date.Time,Year,Month,Day,Max.Temp,Min.Temp,Mean.Temp,Heat.Deg.Days,Cool.Deg.Days,Total.Rain,Total.Snow,Total.Precip,Snow.on.Grnd,Dir.of.Max.Gust,Spd.of.Max.Gust
1919-02-22,1919,2,22,-1.7,-17.2,-9.5,27.5,0,0,0.3,0.3,,,
1919-02-23,1919,2,23,-16.7,-25.6,-21.2,39.2,0,0,1,1,,,
1919-02-24,1919,2,24,-15,-25.6,-20.3,38.3,0,0,0,0,,,
1919-02-25,1919,2,25,-18.9,-28.9,-23.9,41.9,0,0,0.5,0.5,,,
1919-02-26,1919,2,26,-23.9,-30.6,-27.3,45.3,0,0,0.5,0.5,,,
1919-02-27,1919,2,27,-23.3,-28.9,-26.1,44.1,0,0,0,0,,,
1919-02-28,1919,2,28,-23.3,-27.2,-25.3,43.3,0,0,0,0,,,
1919-03-01,1919,3,1,-23.3,-36.1,-29.7,47.7,0,0,0,0,,,
1919-03-02,1919,3,2,-18.9,-28.3,-23.6,41.6,0,0,0,0,,,
1919-03-03,1919,3,3,-13.9,-20.6,-17.3,35.3,0,0,1.3,1.3,,,
1919-03-04,1919,3,4,-13.3,-25.6,-19.5,37.5,0,0,0,0,,,
1919-03-05,1919,3,5,3.3,-15.6,-6.2,24.2,0,0,0,0,,,
1919-03-06,1919,3,6,1.7,-11.7,-5,23,0,0,0,0,,,
1919-03-07,1919,3,7,1.1,-11.7,-5.3,23.3,0,0,0,0,,,
1919-03-08,1919,3,8,1.1,-15.6,-7.3,25.3,0,0,0,0,,,
1919-03-09,1919,3,9,0.6,-15,-7.2,25.2,0,0,0,0,,,
1919-03-10,1919,3,10,7.2,-7.2,0,18,0,0,0,0,,,
1919-03-11,1919,3,11,4.4,-15,-5.3,23.3,0,0,0,0,,,
1919-03-12,1919,3,12,-13.9,-21.1,-17.5,35.5,0,0,9.1,9.1,,,
1919-03-13,1919,3,13,-15.6,-28.3,-22,40,0,0,0,0,,,
1919-03-14,1919,3,14,-11.7,-21.7,-16.7,34.7,0,0,0,0,,,
1919-03-15,1919,3,15,-10.6,-23.3,-17,35,0,0,0,0,,,
1919-03-16,1919,3,16,-9.4,-17.8,-13.6,31.6,0,0,0,0,,,
1919-03-17,1919,3,17,8.9,-20.6,-5.9,23.9,0,0,0,0,,,
1919-03-18,1919,3,18,7.2,-9.4,-1.1,19.1,0,0,0,0,,,
1919-03-19,1919,3,19,-6.7,-12.8,-9.8,27.8,0,0,0.5,0.5,,,
1919-03-20,1919,3,20,3.3,-17.8,-7.3,25.3,0,0,0,0,,,
1919-03-21,1919,3,21,6.7,-1.1,2.8,15.2,0,0,0,0,,,
1919-03-22,1919,3,22,7.2,-0.6,3.3,14.7,0,0,0,0,,,
1919-03-23,1919,3,23,7.8,-3.3,2.3,15.7,0,0,0,0,,,
1919-03-24,1919,3,24,3.3,-7.2,-2,20,0,0,0.3,0.3,,,
1919-03-25,1919,3,25,0,-8.9,-4.5,22.5,0,0,2,2,,,
1919-03-26,1919,3,26,1.7,-15,-6.7,24.7,0,0,0,0,,,
1919-03-27,1919,3,27,-2.2,-6.7,-4.5,22.5,0,0,0,0,,,
1919-03-28,1919,3,28,2.2,-7.8,-2.8,20.8,0,0,0,0,,,
1919-03-29,1919,3,29,2.2,-5.6,-1.7,19.7,0,0,0,0,,,
1919-03-30,1919,3,30,9.4,-4.4,2.5,15.5,0,0,0,0,,,
1919-03-31,1919,3,31,14.4,1.7,8.1,9.9,0,0,0.8,0.8,,,
1919-04-01,1919,4,1,11.7,0.6,6.2,11.8,0,0.8,0,0.8,,,
1919-04-02,1919,4,2,13.9,-2.8,5.6,12.4,0,0,0,0,,,
1919-04-03,1919,4,3,16.7,-1.1,7.8,10.2,0,0,0,0,,,
1919-04-04,1919,4,4,14.4,1.1,7.8,10.2,0,3.3,0,3.3,,,
1919-04-05,1919,4,5,7.2,0,3.6,14.4,0,4.3,0,4.3,,,
1919-04-06,1919,4,6,8.9,-1.1,3.9,14.1,0,0,0,0,,,
1919-04-07,1919,4,7,9.4,-6.1,1.7,16.3,0,1.3,0,1.3,,,
1919-04-08,1919,4,8,9.4,-3.3,3.1,14.9,0,0,0,0,,,
1919-04-09,1919,4,9,15.6,-5,5.3,12.7,0,0,0,0,,,
1919-04-10,1919,4,10,15.6,2.8,9.2,8.8,0,0,0,0,,,
1919-04-11,1919,4,11,15.6,1.7,8.7,9.3,0,0.8,0,0.8,,,
1919-04-12,1919,4,12,10,0,5,13,0,0.8,0,0.8,,,
1919-04-13,1919,4,13,15.6,-3.9,5.9,12.1,0,0,0,0,,,
1919-04-14,1919,4,14,11.1,-5.6,2.8,15.2,0,0,0,0,,,
1919-04-15,1919,4,15,8.9,-1.1,3.9,14.1,0,0.5,0,0.5,,,
1919-04-16,1919,4,16,17.8,-4.4,6.7,11.3,0,0,0,0,,,
1919-04-17,1919,4,17,20.6,1.1,10.9,7.1,0,0,0,0,,,
1919-04-18,1919,4,18,17.8,0,8.9,9.1,0,0,0,0,,,
1919-04-19,1919,4,19,15.6,-0.6,7.5,10.5,0,0,0,0,,,
1919-04-20,1919,4,20,15.6,2.8,9.2,8.8,0,0,0,0,,,
1919-04-21,1919,4,21,13.3,-2.8,5.3,12.7,0,0,0,0,,,
1919-04-22,1919,4,22,12.8,-0.6,6.1,11.9,0,0,0,0,,,
1919-04-23,1919,4,23,15.6,-3.9,5.9,12.1,0,0,0,0,,,
1919-04-24,1919,4,24,15,0,7.5,10.5,0,0,0,0,,,
1919-04-25,1919,4,25,20.6,0.6,10.6,7.4,0,0,0,0,,,
1919-04-26,1919,4,26,21.7,1.7,11.7,6.3,0,0,0,0,,,
1919-04-27,1919,4,27,26.1,2.2,14.2,3.8,0,0,0,0,,,
1919-04-28,1919,4,28,24.4,7.8,16.1,1.9,0,0,0,0,,,
1919-04-29,1919,4,29,19.4,2.8,11.1,6.9,0,0.5,0,0.5,,,
1919-04-30,1919,4,30,15,-2.8,6.1,11.9,0,0.5,0,0.5,,,
1919-05-01,1919,5,1,15.6,0,7.8,10.2,0,0,0,0,,,
1919-05-02,1919,5,2,12.8,-1.1,5.9,12.1,0,0.8,0,0.8,,,
1919-05-03,1919,5,3,0.6,-6.7,-3.1,21.1,0,0,10.2,10.2,,,
1919-05-04,1919,5,4,2.2,-4.4,-1.1,19.1,0,0,2,2,,,
1919-05-05,1919,5,5,8.9,0,4.5,13.5,0,0,0,0,,,
1919-05-06,1919,5,6,10,-1.1,4.5,13.5,0,0,0,0,,,
1919-05-07,1919,5,7,15.6,-1.7,7,11,0,0,0,0,,,
1919-05-08,1919,5,8,21.7,0.6,11.2,6.8,0,0,0,0,,,
1919-05-09,1919,5,9,21.1,2.2,11.7,6.3,0,0,0,0,,,
1919-05-10,1919,5,10,18.3,4.4,11.4,6.6,0,0.5,0,0.5,,,
1919-05-11,1919,5,11,16.1,-0.6,7.8,10.2,0,0.5,0,0.5,,,
1919-05-12,1919,5,12,15.6,1.1,8.4,9.6,0,0,0,0,,,
1919-05-13,1919,5,13,16.7,-0.6,8.1,9.9,0,0,0,0,,,
1919-05-14,1919,5,14,19.4,0.6,10,8,0,0,0,0,,,
1919-05-15,1919,5,15,20,2.2,11.1,6.9,0,0,0,0,,,
1919-05-16,1919,5,16,18.9,7.2,13.1,4.9,0,0,0,0,,,
1919-05-17,1919,5,17,20.6,6.7,13.7,4.3,0,6.6,0,6.6,,,
1919-05-18,1919,5,18,27.2,7.2,17.2,0.8,0,0,0,0,,,
1919-05-19,1919,5,19,31.1,4.4,17.8,0.2,0,0,0,0,,,
1919-05-20,1919,5,20,29.4,10,19.7,0,1.7,0,0,0,,,
1919-05-21,1919,5,21,25.6,10,17.8,0.2,0,0,0,0,,,
1919-05-22,1919,5,22,31.1,5,18.1,0,0.1,0,0,0,,,
1919-05-23,1919,5,23,28.9,6.1,17.5,0.5,0,0,0,0,,,
1919-05-24,1919,5,24,25.6,5.6,15.6,2.4,0,0,0,0,,,
1919-05-25,1919,5,25,26.7,6.1,16.4,1.6,0,0,0,0,,,
1919-05-26,1919,5,26,25.6,10,17.8,0.2,0,0,0,0,,,
1919-05-27,1919,5,27,25.6,13.3,19.5,0,1.5,0,0,0,,,
1919-05-28,1919,5,28,23.9,2.8,13.4,4.6,0,0,0,0,,,
1919-05-29,1919,5,29,18.9,7.8,13.4,4.6,0,0.5,0,0.5,,,
1919-05-30,1919,5,30,11.1,2.8,7,11,0,3,0,3,,,
1919-05-31,1919,5,31,8.9,1.7,5.3,12.7,0,0,0,0,,,
1919-06-01,1919,6,1,18.3,-2.8,7.8,10.2,0,0,0,0,,,
1919-06-02,1919,6,2,21.1,0.6,10.9,7.1,0,0,0,0,,,
1919-06-03,1919,6,3,21.1,1.7,11.4,6.6,0,0,0,0,,,
1919-06-04,1919,6,4,25.6,2.2,13.9,4.1,0,0,0,0,,,
1919-06-05,1919,6,5,27.2,4.4,15.8,2.2,0,0,0,0,,,
1919-06-06,1919,6,6,25.6,3.3,14.5,3.5,0,1.5,0,1.5,,,
1919-06-07,1919,6,7,18.9,3.9,11.4,6.6,0,0,0,0,,,
1919-06-08,1919,6,8,17.8,2.8,10.3,7.7,0,0,0,0,,,
1919-06-09,1919,6,9,17.2,3.3,10.3,7.7,0,3.3,0,3.3,,,
1919-06-10,1919,6,10,17.8,2.2,10,8,0,0.8,0,0.8,,,
1919-06-11,1919,6,11,18.9,2.2,10.6,7.4,0,0,0,0,,,
1919-06-12,1919,6,12,18.9,2.8,10.9,7.1,0,0,0,0,,,
1919-06-13,1919,6,13,22.2,2.2,12.2,5.8,0,0,0,0,,,
1919-06-14,1919,6,14,23.3,4.4,13.9,4.1,0,0,0,0,,,
1919-06-15,1919,6,15,26.7,5.6,16.2,1.8,0,0,0,0,,,
1919-06-16,1919,6,16,25.6,6.7,16.2,1.8,0,0,0,0,,,
1919-06-17,1919,6,17,25.6,10,17.8,0.2,0,0,0,0,,,
1919-06-18,1919,6,18,27.8,6.7,17.3,0.7,0,0,0,0,,,
1919-06-19,1919,6,19,32.8,7.2,20,0,2,0,0,0,,,
1919-06-20,1919,6,20,34.4,13.3,23.9,0,5.9,0,0,0,,,
1919-06-21,1919,6,21,34.4,13.9,24.2,0,6.2,0,0,0,,,
1919-06-22,1919,6,22,33.3,12.2,22.8,0,4.8,0,0,0,,,
1919-06-23,1919,6,23,31.7,10.6,21.2,0,3.2,0,0,0,,,
1919-06-24,1919,6,24,28.9,4.4,16.7,1.3,0,0,0,0,,,
1919-06-25,1919,6,25,26.7,6.7,16.7,1.3,0,0,0,0,,,
1919-06-26,1919,6,26,32.2,7.8,20,0,2,0,0,0,,,
1919-06-27,1919,6,27,29.4,8.9,19.2,0,1.2,0.8,0,0.8,,,
1919-06-28,1919,6,28,26.7,3.3,15,3,0,0,0,0,,,
1919-06-29,1919,6,29,25,8.9,17,1,0,0.5,0,0.5,,,
1919-06-30,1919,6,30,22.2,5.6,13.9,4.1,0,0.5,0,0.5,,,
1919-07-01,1919,7,1,21.7,5.6,13.7,4.3,0,0,0,0,,,
1919-07-02,1919,7,2,23.3,8.9,16.1,1.9,0,10.2,0,10.2,,,
1919-07-03,1919,7,3,26.7,5.6,16.2,1.8,0,0,0,0,,,
1919-07-04,1919,7,4,29.4,10,19.7,0,1.7,0,0,0,,,
1919-07-05,1919,7,5,32.8,11.7,22.3,0,4.3,0,0,0,,,
1919-07-06,1919,7,6,30,7.8,18.9,0,0.9,0,0,0,,,
1919-07-07,1919,7,7,25.6,6.7,16.2,1.8,0,0,0,0,,,
1919-07-08,1919,7,8,31.7,8.9,20.3,0,2.3,0,0,0,,,
1919-07-09,1919,7,9,31.1,7.2,19.2,0,1.2,0,0,0,,,
1919-07-10,1919,7,10,31.1,11.1,21.1,0,3.1,0,0,0,,,
1919-07-11,1919,7,11,30,10,20,0,2,0,0,0,,,
1919-07-12,1919,7,12,24.4,12.2,18.3,0,0.3,4.6,0,4.6,,,
1919-07-13,1919,7,13,24.4,8.9,16.7,1.3,0,0,0,0,,,
1919-07-14,1919,7,14,28.9,10,19.5,0,1.5,0,0,0,,,
1919-07-15,1919,7,15,36.1,9.4,22.8,0,4.8,0,0,0,,,
1919-07-16,1919,7,16,35,12.8,23.9,0,5.9,0,0,0,,,
1919-07-17,1919,7,17,34.4,7.2,20.8,0,2.8,8.4,0,8.4,,,
1919-07-18,1919,7,18,21.7,7.2,14.5,3.5,0,1.8,0,1.8,,,
1919-07-19,1919,7,19,24.4,7.2,15.8,2.2,0,0,0,0,,,
1919-07-20,1919,7,20,27.8,7.8,17.8,0.2,0,0,0,0,,,
1919-07-21,1919,7,21,28.3,7.8,18.1,0,0.1,0,0,0,,,
1919-07-22,1919,7,22,27.2,10,18.6,0,0.6,0,0,0,,,
1919-07-23,1919,7,23,27.8,7.2,17.5,0.5,0,0,0,0,,,
1919-07-24,1919,7,24,30.6,7.2,18.9,0,0.9,0,0,0,,,
1919-07-25,1919,7,25,26.1,8.9,17.5,0.5,0,7.6,0,7.6,,,
1919-07-26,1919,7,26,19.4,9.4,14.4,3.6,0,9.1,0,9.1,,,
1919-07-27,1919,7,27,21.1,5,13.1,4.9,0,0,0,0,,,
1919-07-28,1919,7,28,21.1,7.2,14.2,3.8,0,0,0,0,,,
1919-07-29,1919,7,29,26.7,5.6,16.2,1.8,0,0,0,0,,,
1919-07-30,1919,7,30,26.7,8.9,17.8,0.2,0,0,0,0,,,
1919-07-31,1919,7,31,25.6,10,17.8,0.2,0,0,0,0,,,
1919-08-01,1919,8,1,27.8,12.2,20,0,2,8.6,0,8.6,,,
1919-08-02,1919,8,2,27.8,15.6,21.7,0,3.7,4.6,0,4.6,,,
1919-08-03,1919,8,3,25.6,12.8,19.2,0,1.2,2,0,2,,,
1919-08-04,1919,8,4,17.2,11.7,14.5,3.5,0,59.2,0,59.2,,,
1919-08-05,1919,8,5,21.1,10.6,15.9,2.1,0,2.3,0,2.3,,,
1919-08-06,1919,8,6,24.4,10,17.2,0.8,0,0,0,0,,,
1919-08-07,1919,8,7,26.7,8.9,17.8,0.2,0,0,0,0,,,
1919-08-08,1919,8,8,28.9,11.1,20,0,2,0,0,0,,,
1919-08-09,1919,8,9,28.9,11.7,20.3,0,2.3,14.7,0,14.7,,,
1919-08-10,1919,8,10,24.4,10,17.2,0.8,0,0,0,0,,,
1919-08-11,1919,8,11,26.1,9.4,17.8,0.2,0,2.5,0,2.5,,,
1919-08-12,1919,8,12,28.3,8.9,18.6,0,0.6,0,0,0,,,
1919-08-13,1919,8,13,27.8,10.6,19.2,0,1.2,1.3,0,1.3,,,
1919-08-14,1919,8,14,22.8,8.9,15.9,2.1,0,0,0,0,,,
1919-08-15,1919,8,15,24.4,8.3,16.4,1.6,0,0,0,0,,,
1919-08-16,1919,8,16,27.8,7.2,17.5,0.5,0,0,0,0,,,
1919-08-17,1919,8,17,31.1,9.4,20.3,0,2.3,0,0,0,,,
1919-08-18,1919,8,18,33.3,12.2,22.8,0,4.8,0,0,0,,,
1919-08-19,1919,8,19,32.2,12.2,22.2,0,4.2,0,0,0,,,
1919-08-20,1919,8,20,28.3,6.7,17.5,0.5,0,0,0,0,,,
1919-08-21,1919,8,21,27.8,12.2,20,0,2,0,0,0,,,
1919-08-22,1919,8,22,20,8.9,14.5,3.5,0,0,0,0,,,
1919-08-23,1919,8,23,21.1,5,13.1,4.9,0,0,0,0,,,
1919-08-24,1919,8,24,21.1,5.6,13.4,4.6,0,0,0,0,,,
1919-08-25,1919,8,25,21.1,8.3,14.7,3.3,0,0,0,0,,,
1919-08-26,1919,8,26,21.1,9.4,15.3,2.7,0,0,0,0,,,
1919-08-27,1919,8,27,22.8,10,16.4,1.6,0,1.3,0,1.3,,,
1919-08-28,1919,8,28,23.3,5,14.2,3.8,0,0,0,0,,,
1919-08-29,1919,8,29,23.3,6.1,14.7,3.3,0,0,0,0,,,
1919-08-30,1919,8,30,28.9,5.6,17.3,0.7,0,0,0,0,,,
1919-08-31,1919,8,31,27.2,11.1,19.2,0,1.2,0,0,0,,,
1919-09-01,1919,9,1,16.1,6.7,11.4,6.6,0,4.1,0,4.1,,,
1919-09-02,1919,9,2,16.1,6.1,11.1,6.9,0,0,0,0,,,
1919-09-03,1919,9,3,21.1,0.6,10.9,7.1,0,0,0,0,,,
1919-09-04,1919,9,4,21.1,3.3,12.2,5.8,0,0.5,0,0.5,,,
1919-09-05,1919,9,5,17.2,7.8,12.5,5.5,0,10.2,0,10.2,,,
1919-09-06,1919,9,6,16.1,7.2,11.7,6.3,0,0,0,0,,,
1919-09-07,1919,9,7,16.1,1.7,8.9,9.1,0,0.3,0,0.3,,,
1919-09-08,1919,9,8,16.1,6.1,11.1,6.9,0,10.2,0,10.2,,,
1919-09-09,1919,9,9,21.7,3.9,12.8,5.2,0,0,0,0,,,
1919-09-10,1919,9,10,22.8,6.1,14.5,3.5,0,0,0,0,,,
1919-09-11,1919,9,11,22.2,4.4,13.3,4.7,0,0,0,0,,,
1919-09-12,1919,9,12,21.1,5.6,13.4,4.6,0,3.6,0,3.6,,,
1919-09-13,1919,9,13,20,9.4,14.7,3.3,0,4.1,0,4.1,,,
1919-09-14,1919,9,14,20.6,3.3,12,6,0,0,0,0,,,
1919-09-15,1919,9,15,19.4,3.3,11.4,6.6,0,0,0,0,,,
1919-09-16,1919,9,16,20,4.4,12.2,5.8,0,0,0,0,,,
1919-09-17,1919,9,17,24.4,4.4,14.4,3.6,0,0,0,0,,,
1919-09-18,1919,9,18,23.9,5,14.5,3.5,0,0,0,0,,,
1919-09-19,1919,9,19,21.7,5.6,13.7,4.3,0,0.5,0,0.5,,,
1919-09-20,1919,9,20,15,6.1,10.6,7.4,0,0,0,0,,,
1919-09-21,1919,9,21,17.8,4.4,11.1,6.9,0,0,0,0,,,
1919-09-22,1919,9,22,26.1,5,15.6,2.4,0,0,0,0,,,
1919-09-23,1919,9,23,25,2.2,13.6,4.4,0,0,0,0,,,
1919-09-24,1919,9,24,23.3,4.4,13.9,4.1,0,0,0,0,,,
1919-09-25,1919,9,25,23.9,1.7,12.8,5.2,0,0,0,0,,,
1919-09-26,1919,9,26,18.9,1.1,10,8,0,0.5,0,0.5,,,
1919-09-27,1919,9,27,3.9,-3.3,0.3,17.7,0,0,6.4,6.4,,,
1919-09-28,1919,9,28,6.7,-5.6,0.6,17.4,0,0,0,0,,,
1919-09-29,1919,9,29,18.3,-3.9,7.2,10.8,0,0,0,0,,,
1919-09-30,1919,9,30,19.4,-1.7,8.9,9.1,0,0,0,0,,,
1919-10-01,1919,10,1,18.3,0,9.2,8.8,0,0,0,0,,,
1919-10-02,1919,10,2,10.6,0.6,5.6,12.4,0,3.6,0,3.6,,,
1919-10-03,1919,10,3,17.8,-3.3,7.3,10.7,0,0,0,0,,,
1919-10-04,1919,10,4,20,-0.6,9.7,8.3,0,0,0,0,,,
1919-10-05,1919,10,5,23.3,0,11.7,6.3,0,0,0,0,,,
1919-10-06,1919,10,6,21.1,0.6,10.9,7.1,0,0,0,0,,,
1919-10-07,1919,10,7,20.6,-1.1,9.8,8.2,0,0,0,0,,,
1919-10-08,1919,10,8,15,-6.7,4.2,13.8,0,0,0.3,0.3,,,
1919-10-09,1919,10,9,5.6,-8.9,-1.7,19.7,0,0,0,0,,,
1919-10-10,1919,10,10,0.6,-11.1,-5.3,23.3,0,0,0,0,,,
1919-10-11,1919,10,11,6.7,-5,0.9,17.1,0,0,0,0,,,
1919-10-12,1919,10,12,9.4,-3.3,3.1,14.9,0,0,0,0,,,
1919-10-13,1919,10,13,8.9,1.7,5.3,12.7,0,2,0,2,,,
1919-10-14,1919,10,14,8.9,0,4.5,13.5,0,0,0,0,,,
1919-10-15,1919,10,15,11.1,-1.7,4.7,13.3,0,0,0,0,,,
1919-10-16,1919,10,16,12.8,-4.4,4.2,13.8,0,0,0,0,,,
1919-10-17,1919,10,17,12.8,-3.3,4.8,13.2,0,0,0,0,,,
1919-10-18,1919,10,18,11.1,-2.2,4.5,13.5,0,0,0,0,,,
1919-10-19,1919,10,19,10,-7.2,1.4,16.6,0,0,0,0,,,
1919-10-20,1919,10,20,8.9,-7.8,0.6,17.4,0,0.8,0,0.8,,,
1919-10-21,1919,10,21,7.8,-4.4,1.7,16.3,0,1.3,0,1.3,,,
1919-10-22,1919,10,22,2.8,-11.7,-4.5,22.5,0,0,1.5,1.5,,,
1919-10-23,1919,10,23,-6.7,-14.4,-10.6,28.6,0,0,0.5,0.5,,,
1919-10-24,1919,10,24,-8.9,-21.7,-15.3,33.3,0,0,0,0,,,
1919-10-25,1919,10,25,-3.9,-18.9,-11.4,29.4,0,0,0,0,,,
1919-10-26,1919,10,26,-6.7,-15.6,-11.2,29.2,0,0,3.8,3.8,,,
1919-10-27,1919,10,27,4.4,-21.7,-8.7,26.7,0,0,0,0,,,
1919-10-28,1919,10,28,6.7,-6.7,0,18,0,0,0,0,,,
1919-10-29,1919,10,29,2.2,-8.3,-3.1,21.1,0,0,0.8,0.8,,,
1919-10-30,1919,10,30,-5.6,-14.4,-10,28,0,0,1.3,1.3,,,
1919-10-31,1919,10,31,4.4,-17.8,-6.7,24.7,0,0,0,0,,,
1919-11-01,1919,11,1,6.1,-11.7,-2.8,20.8,0,0,1.3,1.3,,,
1919-11-02,1919,11,2,-5,-11.1,-8.1,26.1,0,0,8.4,8.4,,,
1919-11-03,1919,11,3,-10,-16.1,-13.1,31.1,0,0,0.5,0.5,,,
1919-11-04,1919,11,4,-9.4,-17.8,-13.6,31.6,0,0,1.3,1.3,,,
1919-11-05,1919,11,5,-9.4,-21.1,-15.3,33.3,0,0,0,0,,,
1919-11-06,1919,11,6,-13.3,-23.3,-18.3,36.3,0,0,0,0,,,
1919-11-07,1919,11,7,-11.1,-24.4,-17.8,35.8,0,0,0,0,,,
1919-11-08,1919,11,8,-5.6,-22.2,-13.9,31.9,0,0,0,0,,,
1919-11-09,1919,11,9,4.4,-12.2,-3.9,21.9,0,0,0,0,,,
1919-11-10,1919,11,10,-2.2,-16.7,-9.5,27.5,0,0,1.3,1.3,,,
1919-11-11,1919,11,11,-12.8,-22.2,-17.5,35.5,0,0,0,0,,,
1919-11-12,1919,11,12,2.8,-22.2,-9.7,27.7,0,0,0,0,,,
1919-11-13,1919,11,13,5,-11.1,-3.1,21.1,0,0,0,0,,,
1919-11-14,1919,11,14,8.9,-8.9,0,18,0,0,0,0,,,
1919-11-15,1919,11,15,12.8,-6.7,3.1,14.9,0,0,0,0,,,
1919-11-16,1919,11,16,16.1,2.8,9.5,8.5,0,0,0,0,,,
1919-11-17,1919,11,17,10.6,1.1,5.9,12.1,0,0,0,0,,,
1919-11-18,1919,11,18,10,1.1,5.6,12.4,0,0,0,0,,,
1919-11-19,1919,11,19,11.1,0,5.6,12.4,0,0,0,0,,,
1919-11-20,1919,11,20,7.2,-8.9,-0.9,18.9,0,0,0.5,0.5,,,
1919-11-21,1919,11,21,12.8,-7.8,2.5,15.5,0,0,0,0,,,
1919-11-22,1919,11,22,11.1,-8.9,1.1,16.9,0,0,0,0,,,
1919-11-23,1919,11,23,15,-8.9,3.1,14.9,0,0.5,0,0.5,,,
1919-11-24,1919,11,24,3.3,-13.3,-5,23,0,0,2.5,2.5,,,
1919-11-25,1919,11,25,-11.7,-21.7,-16.7,34.7,0,0,2.5,2.5,,,
1919-11-26,1919,11,26,-11.7,-25,-18.4,36.4,0,0,0,0,,,
1919-11-27,1919,11,27,-2.2,-16.1,-9.2,27.2,0,0,0,0,,,
1919-11-28,1919,11,28,0.6,-15,-7.2,25.2,0,0,0,0,,,
1919-11-29,1919,11,29,-8.9,-20.6,-14.8,32.8,0,0,0.5,0.5,,,
1919-11-30,1919,11,30,-14.4,-23.9,-19.2,37.2,0,0,0.5,0.5,,,
1919-12-01,1919,12,1,-21.1,-32.2,-26.7,44.7,0,0,0,0,,,
1919-12-02,1919,12,2,-8.9,-30,-19.5,37.5,0,0,0,0,,,
1919-12-03,1919,12,3,1.1,-14.4,-6.7,24.7,0,0,0,0,,,
1919-12-04,1919,12,4,0.6,-12.8,-6.1,24.1,0,0,0,0,,,
1919-12-05,1919,12,5,-3.3,-12.2,-7.8,25.8,0,0,0,0,,,
1919-12-06,1919,12,6,0.6,-15.6,-7.5,25.5,0,0,0,0,,,
1919-12-07,1919,12,7,-3.9,-19.4,-11.7,29.7,0,0,0.5,0.5,,,
1919-12-08,1919,12,8,-18.3,-29.4,-23.9,41.9,0,0,0,0,,,
1919-12-09,1919,12,9,-25,-31.7,-28.4,46.4,0,0,0,0,,,
1919-12-10,1919,12,10,-25.6,-35.6,-30.6,48.6,0,0,0,0,,,
1919-12-11,1919,12,11,-24.4,-31.1,-27.8,45.8,0,0,0,0,,,
1919-12-12,1919,12,12,-14.4,-25.6,-20,38,0,0,0,0,,,
1919-12-13,1919,12,13,-5,-19.4,-12.2,30.2,0,0,0,0,,,
1919-12-14,1919,12,14,-9.4,-22.2,-15.8,33.8,0,0,0,0,,,
1919-12-15,1919,12,15,1.7,-22.2,-10.3,28.3,0,0,0,0,,,
1919-12-16,1919,12,16,8.3,-17.2,-4.5,22.5,0,0,0,0,,,
1919-12-17,1919,12,17,8.9,-3.9,2.5,15.5,0,0,0,0,,,
1919-12-18,1919,12,18,10,-2.2,3.9,14.1,0,0,0,0,,,
1919-12-19,1919,12,19,8.9,-2.2,3.4,14.6,0,0,0,0,,,
1919-12-20,1919,12,20,11.1,-6.7,2.2,15.8,0,0,0,0,,,
1919-12-21,1919,12,21,12.8,1.7,7.3,10.7,0,0,0,0,,,
1919-12-22,1919,12,22,11.7,-1.1,5.3,12.7,0,0,0,0,,,
1919-12-23,1919,12,23,11.1,-3.9,3.6,14.4,0,0,0,0,,,
1919-12-24,1919,12,24,8.3,-1.1,3.6,14.4,0,0,0,0,,,
1919-12-25,1919,12,25,6.1,-3.3,1.4,16.6,0,0,0,0,,,
1919-12-26,1919,12,26,11.7,-1.1,5.3,12.7,0,0,0,0,,,
1919-12-27,1919,12,27,11.7,-2.2,4.8,13.2,0,0,0,0,,,
1919-12-28,1919,12,28,13.3,2.8,8.1,9.9,0,0,0,0,,,
1919-12-29,1919,12,29,10.6,-4.4,3.1,14.9,0,0,0,0,,,
1919-12-30,1919,12,30,-3.3,-15.6,-9.5,27.5,0,0,0.5,0.5,,,
1919-12-31,1919,12,31,-5.6,-21.7,-13.7,31.7,0,0,0,0,,,
1918-01-01,1918,1,1,11.1,4.4,7.8,10.2,0,0,0,0,,,
1918-01-02,1918,1,2,12.2,2.2,7.2,10.8,0,0,0,0,,,
1918-01-03,1918,1,3,12.2,0,6.1,11.9,0,0,0,0,,,
1918-01-04,1918,1,4,10,-1.1,4.5,13.5,0,0,0,0,,,
1918-01-05,1918,1,5,10,-3.9,3.1,14.9,0,0,0,0,,,
1918-01-06,1918,1,6,4.4,-11.1,-3.4,21.4,0,0,0,0,,,
1918-01-07,1918,1,7,7.8,-10,-1.1,19.1,0,0,0,0,,,
1918-01-08,1918,1,8,0,-15.6,-7.8,25.8,0,0,1.5,1.5,,,
1918-01-09,1918,1,9,-8.3,-18.3,-13.3,31.3,0,0,0,0,,,
1918-01-10,1918,1,10,-16.7,-27.8,-22.3,40.3,0,0,0,0,,,
1918-01-11,1918,1,11,-19.4,-30,-24.7,42.7,0,0,1,1,,,
1918-01-12,1918,1,12,-16.7,-24.4,-20.6,38.6,0,0,2,2,,,
1918-01-13,1918,1,13,-6.7,-22.2,-14.5,32.5,0,0,1.5,1.5,,,
1918-01-14,1918,1,14,-8.9,-17.8,-13.4,31.4,0,0,0,0,,,
1918-01-15,1918,1,15,-11.1,-18.3,-14.7,32.7,0,0,0,0,,,
1918-01-16,1918,1,16,-13.3,-20,-16.7,34.7,0,0,0,0,,,
